        1.00000      -15.00000
        2.00000       -8.04845
        3.00000       -5.36700
        4.00000       -4.02668
        5.00000       -3.22281
        6.00000       -2.68718
        7.00000       -2.30482
        8.00000       -2.01826
        9.00000       -1.79556
       10.00000       -1.61756
       11.00000       -1.47208
       12.00000       -1.35099
       13.00000       -1.24866
       14.00000       -1.16106
       15.00000       -1.08526
       16.00000       -1.01904
       17.00000       -0.96072
       18.00000       -0.90897
       19.00000       -0.86276
       20.00000       -0.82126
       21.00000       -0.78379
       22.00000       -0.74982
       23.00000       -0.71887
       24.00000       -0.69059
       25.00000       -0.66463
       26.00000       -0.64075
       27.00000       -0.61871
       28.00000       -0.59830
       29.00000       -0.57938
       30.00000       -0.56177
       31.00000       -0.54537
       32.00000       -0.53006
       33.00000       -0.51573
       34.00000       -0.50231
       35.00000       -0.48971
       36.00000       -0.47787
       37.00000       -0.46673
       38.00000       -0.45624
       39.00000       -0.44633
       40.00000       -0.43698
       41.00000       -0.42814
       42.00000       -0.41978
       43.00000       -0.41186
       44.00000       -0.40435
       45.00000       -0.39723
       46.00000       -0.39048
       47.00000       -0.38406
       48.00000       -0.37797
       49.00000       -0.37218
       50.00000       -0.36667
       51.00000       -0.36143
       52.00000       -0.35645
       53.00000       -0.35171
       54.00000       -0.34720
       55.00000       -0.34290
       56.00000       -0.33881
       57.00000       -0.33492
       58.00000       -0.33122
       59.00000       -0.32769
       60.00000       -0.32434
       61.00000       -0.32115
       62.00000       -0.31812
       63.00000       -0.31525
       64.00000       -0.31252
       65.00000       -0.30992
       66.00000       -0.30747
       67.00000       -0.30514
       68.00000       -0.30295
       69.00000       -0.30087
       70.00000       -0.29891
       71.00000       -0.29707
       72.00000       -0.29534
       73.00000       -0.29372
       74.00000       -0.29221
       75.00000       -0.29080
       76.00000       -0.28949
       77.00000       -0.28828
       78.00000       -0.28716
       79.00000       -0.28614
       80.00000       -0.28522
       81.00000       -0.28439
       82.00000       -0.28365
       83.00000       -0.28300
       84.00000       -0.28243
       85.00000       -0.28196
       86.00000       -0.28157
       87.00000       -0.28127
       88.00000       -0.28106
       89.00000       -0.28093
       90.00000       -0.28089
        1.00000      -15.00000
        2.00000       -8.72762
        3.00000       -5.81989
        4.00000       -4.36647
        5.00000       -3.49477
        6.00000       -2.91394
        7.00000       -2.49931
        8.00000       -2.18857
        9.00000       -1.94708
       10.00000       -1.75406
       11.00000       -1.59631
       12.00000       -1.46500
       13.00000       -1.35403
       14.00000       -1.25904
       15.00000       -1.17684
       16.00000       -1.10504
       17.00000       -1.04179
       18.00000       -0.98567
       19.00000       -0.93556
       20.00000       -0.89056
       21.00000       -0.84994
       22.00000       -0.81309
       23.00000       -0.77954
       24.00000       -0.74886
       25.00000       -0.72072
       26.00000       -0.69482
       27.00000       -0.67092
       28.00000       -0.64879
       29.00000       -0.62827
       30.00000       -0.60918
       31.00000       -0.59139
       32.00000       -0.57479
       33.00000       -0.55925
       34.00000       -0.54470
       35.00000       -0.53104
       36.00000       -0.51820
       37.00000       -0.50612
       38.00000       -0.49474
       39.00000       -0.48400
       40.00000       -0.47386
       41.00000       -0.46427
       42.00000       -0.45520
       43.00000       -0.44661
       44.00000       -0.43847
       45.00000       -0.43075
       46.00000       -0.42343
       47.00000       -0.41647
       48.00000       -0.40987
       49.00000       -0.40359
       50.00000       -0.39761
       51.00000       -0.39193
       52.00000       -0.38653
       53.00000       -0.38139
       54.00000       -0.37649
       55.00000       -0.37184
       56.00000       -0.36740
       57.00000       -0.36318
       58.00000       -0.35917
       59.00000       -0.35534
       60.00000       -0.35171
       61.00000       -0.34825
       62.00000       -0.34497
       63.00000       -0.34185
       64.00000       -0.33889
       65.00000       -0.33608
       66.00000       -0.33341
       67.00000       -0.33089
       68.00000       -0.32851
       69.00000       -0.32626
       70.00000       -0.32414
       71.00000       -0.32214
       72.00000       -0.32026
       73.00000       -0.31851
       74.00000       -0.31686
       75.00000       -0.31533
       76.00000       -0.31391
       77.00000       -0.31260
       78.00000       -0.31139
       79.00000       -0.31029
       80.00000       -0.30929
       81.00000       -0.30839
       82.00000       -0.30758
       83.00000       -0.30688
       84.00000       -0.30627
       85.00000       -0.30575
       86.00000       -0.30533
       87.00000       -0.30501
       88.00000       -0.30478
       89.00000       -0.30464
       90.00000       -0.30459
        1.00000      -15.00000
        2.00000       -9.39758
        3.00000       -6.26665
        4.00000       -4.70166
        5.00000       -3.76304
        6.00000       -3.13762
        7.00000       -2.69117
        8.00000       -2.35657
        9.00000       -2.09654
       10.00000       -1.88871
       11.00000       -1.71884
       12.00000       -1.57745
       13.00000       -1.45797
       14.00000       -1.35569
       15.00000       -1.26718
       16.00000       -1.18986
       17.00000       -1.12176
       18.00000       -1.06134
       19.00000       -1.00738
       20.00000       -0.95892
       21.00000       -0.91518
       22.00000       -0.87551
       23.00000       -0.83938
       24.00000       -0.80635
       25.00000       -0.77605
       26.00000       -0.74816
       27.00000       -0.72242
       28.00000       -0.69860
       29.00000       -0.67649
       30.00000       -0.65594
       31.00000       -0.63679
       32.00000       -0.61891
       33.00000       -0.60218
       34.00000       -0.58651
       35.00000       -0.57180
       36.00000       -0.55798
       37.00000       -0.54497
       38.00000       -0.53271
       39.00000       -0.52115
       40.00000       -0.51023
       41.00000       -0.49991
       42.00000       -0.49014
       43.00000       -0.48090
       44.00000       -0.47213
       45.00000       -0.46382
       46.00000       -0.45593
       47.00000       -0.44844
       48.00000       -0.44133
       49.00000       -0.43457
       50.00000       -0.42814
       51.00000       -0.42202
       52.00000       -0.41620
       53.00000       -0.41066
       54.00000       -0.40539
       55.00000       -0.40038
       56.00000       -0.39560
       57.00000       -0.39106
       58.00000       -0.38674
       59.00000       -0.38262
       60.00000       -0.37871
       61.00000       -0.37499
       62.00000       -0.37145
       63.00000       -0.36809
       64.00000       -0.36490
       65.00000       -0.36188
       66.00000       -0.35901
       67.00000       -0.35629
       68.00000       -0.35373
       69.00000       -0.35130
       70.00000       -0.34902
       71.00000       -0.34687
       72.00000       -0.34485
       73.00000       -0.34296
       74.00000       -0.34119
       75.00000       -0.33954
       76.00000       -0.33801
       77.00000       -0.33660
       78.00000       -0.33530
       79.00000       -0.33411
       80.00000       -0.33303
       81.00000       -0.33206
       82.00000       -0.33119
       83.00000       -0.33043
       84.00000       -0.32978
       85.00000       -0.32922
       86.00000       -0.32877
       87.00000       -0.32842
       88.00000       -0.32817
       89.00000       -0.32802
       90.00000       -0.32797
        1.00000      -15.00000
        2.00000      -10.05921
        3.00000       -6.70785
        4.00000       -5.03267
        5.00000       -4.02798
        6.00000       -3.35853
        7.00000       -2.88064
        8.00000       -2.52248
        9.00000       -2.24414
       10.00000       -2.02168
       11.00000       -1.83986
       12.00000       -1.68851
       13.00000       -1.56061
       14.00000       -1.45114
       15.00000       -1.35640
       16.00000       -1.27364
       17.00000       -1.20074
       18.00000       -1.13606
       19.00000       -1.07830
       20.00000       -1.02644
       21.00000       -0.97961
       22.00000       -0.93715
       23.00000       -0.89847
       24.00000       -0.86312
       25.00000       -0.83068
       26.00000       -0.80083
       27.00000       -0.77328
       28.00000       -0.74778
       29.00000       -0.72412
       30.00000       -0.70212
       31.00000       -0.68162
       32.00000       -0.66248
       33.00000       -0.64458
       34.00000       -0.62780
       35.00000       -0.61206
       36.00000       -0.59726
       37.00000       -0.58334
       38.00000       -0.57022
       39.00000       -0.55784
       40.00000       -0.54615
       41.00000       -0.53511
       42.00000       -0.52465
       43.00000       -0.51475
       44.00000       -0.50537
       45.00000       -0.49648
       46.00000       -0.48803
       47.00000       -0.48002
       48.00000       -0.47240
       49.00000       -0.46516
       50.00000       -0.45828
       51.00000       -0.45173
       52.00000       -0.44550
       53.00000       -0.43958
       54.00000       -0.43394
       55.00000       -0.42857
       56.00000       -0.42346
       57.00000       -0.41859
       58.00000       -0.41396
       59.00000       -0.40956
       60.00000       -0.40537
       61.00000       -0.40139
       62.00000       -0.39760
       63.00000       -0.39401
       64.00000       -0.39059
       65.00000       -0.38735
       66.00000       -0.38428
       67.00000       -0.38138
       68.00000       -0.37863
       69.00000       -0.37604
       70.00000       -0.37359
       71.00000       -0.37129
       72.00000       -0.36913
       73.00000       -0.36710
       74.00000       -0.36521
       75.00000       -0.36345
       76.00000       -0.36181
       77.00000       -0.36030
       78.00000       -0.35890
       79.00000       -0.35763
       80.00000       -0.35648
       81.00000       -0.35544
       82.00000       -0.35451
       83.00000       -0.35370
       84.00000       -0.35300
       85.00000       -0.35240
       86.00000       -0.35192
       87.00000       -0.35154
       88.00000       -0.35128
       89.00000       -0.35111
       90.00000       -0.35106
        1.00000      -15.00000
        2.00000      -10.71324
        3.00000       -7.14398
        4.00000       -5.35989
        5.00000       -4.28987
        6.00000       -3.57689
        7.00000       -3.06793
        8.00000       -2.68649
        9.00000       -2.39005
       10.00000       -2.15313
       11.00000       -1.95948
       12.00000       -1.79830
       13.00000       -1.66208
       14.00000       -1.54549
       15.00000       -1.44459
       16.00000       -1.35644
       17.00000       -1.27881
       18.00000       -1.20992
       19.00000       -1.14841
       20.00000       -1.09317
       21.00000       -1.04330
       22.00000       -0.99808
       23.00000       -0.95689
       24.00000       -0.91924
       25.00000       -0.88469
       26.00000       -0.85290
       27.00000       -0.82356
       28.00000       -0.79640
       29.00000       -0.77120
       30.00000       -0.74777
       31.00000       -0.72594
       32.00000       -0.70555
       33.00000       -0.68649
       34.00000       -0.66862
       35.00000       -0.65185
       36.00000       -0.63609
       37.00000       -0.62127
       38.00000       -0.60729
       39.00000       -0.59411
       40.00000       -0.58166
       41.00000       -0.56990
       42.00000       -0.55877
       43.00000       -0.54822
       44.00000       -0.53823
       45.00000       -0.52876
       46.00000       -0.51976
       47.00000       -0.51123
       48.00000       -0.50311
       49.00000       -0.49540
       50.00000       -0.48807
       51.00000       -0.48110
       52.00000       -0.47447
       53.00000       -0.46816
       54.00000       -0.46215
       55.00000       -0.45643
       56.00000       -0.45099
       57.00000       -0.44581
       58.00000       -0.44088
       59.00000       -0.43619
       60.00000       -0.43173
       61.00000       -0.42749
       62.00000       -0.42345
       63.00000       -0.41962
       64.00000       -0.41599
       65.00000       -0.41254
       66.00000       -0.40927
       67.00000       -0.40618
       68.00000       -0.40325
       69.00000       -0.40049
       70.00000       -0.39788
       71.00000       -0.39543
       72.00000       -0.39313
       73.00000       -0.39097
       74.00000       -0.38895
       75.00000       -0.38708
       76.00000       -0.38533
       77.00000       -0.38372
       78.00000       -0.38224
       79.00000       -0.38088
       80.00000       -0.37965
       81.00000       -0.37855
       82.00000       -0.37756
       83.00000       -0.37669
       84.00000       -0.37595
       85.00000       -0.37532
       86.00000       -0.37480
       87.00000       -0.37440
       88.00000       -0.37411
       89.00000       -0.37394
       90.00000       -0.37389
        1.00000      -15.00000
        2.00000      -11.36030
        3.00000       -7.57546
        4.00000       -5.68361
        5.00000       -4.54897
        6.00000       -3.79293
        7.00000       -3.25323
        8.00000       -2.84875
        9.00000       -2.53441
       10.00000       -2.28317
       11.00000       -2.07783
       12.00000       -1.90691
       13.00000       -1.76247
       14.00000       -1.63883
       15.00000       -1.53184
       16.00000       -1.43837
       17.00000       -1.35604
       18.00000       -1.28300
       19.00000       -1.21777
       20.00000       -1.15920
       21.00000       -1.10632
       22.00000       -1.05836
       23.00000       -1.01468
       24.00000       -0.97476
       25.00000       -0.93812
       26.00000       -0.90441
       27.00000       -0.87330
       28.00000       -0.84450
       29.00000       -0.81778
       30.00000       -0.79294
       31.00000       -0.76979
       32.00000       -0.74817
       33.00000       -0.72795
       34.00000       -0.70900
       35.00000       -0.69122
       36.00000       -0.67451
       37.00000       -0.65879
       38.00000       -0.64397
       39.00000       -0.63000
       40.00000       -0.61680
       41.00000       -0.60432
       42.00000       -0.59251
       43.00000       -0.58133
       44.00000       -0.57074
       45.00000       -0.56069
       46.00000       -0.55116
       47.00000       -0.54210
       48.00000       -0.53350
       49.00000       -0.52533
       50.00000       -0.51755
       51.00000       -0.51016
       52.00000       -0.50313
       53.00000       -0.49643
       54.00000       -0.49006
       55.00000       -0.48400
       56.00000       -0.47823
